Jugadores,MIN,PTS,OREB,DREB,REB,AST,FP,PER,ROB,TAP,+/-,EFC,Team,Opp,Resultado,Game_URL,Fecha,Match_ID,Inicialistas,#_MADE,#_ATTEMPT,TCC,TCI,2PC,2PI,3PC,3PI,TLC,TLI
Sol Depetris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Laviero,10.48,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,-9.0,2.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,10.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Sofia Zapke,4.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Malena Maggi,22.35,14.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,-13.0,6.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,13.0,0.0,6.0,15.0,4.0,10.0,2.0,5.0,0.0,0.0
Munay Martinez,10.3,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,-3.0,5.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Gisel Botta ,21.12,12.0,3.0,7.0,10.0,0.0,3.0,4.0,1.0,1.0,-3.0,15.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,15.0,0.0,4.0,8.0,2.0,3.0,2.0,5.0,2.0,3.0
Delfina Saravia ,37.5,13.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,-13.0,11.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,19.0,0.0,6.0,10.0,6.0,9.0,0.0,1.0,1.0,1.0
Giuliana Baccareli,14.32,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,-12.0,-3.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,22.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0
Sarah Mgbeike ,20.78,6.0,3.0,6.0,9.0,1.0,4.0,0.0,0.0,1.0,-3.0,7.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,23.0,0.0,2.0,10.0,2.0,6.0,0.0,4.0,2.0,4.0
Flor Martinez ,31.35,4.0,0.0,5.0,5.0,4.0,2.0,6.0,1.0,0.0,-10.0,4.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,Sí,55.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,4.0
Myriam Alonso,18.03,4.0,0.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,-6.0,5.0,Union Florida,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119974-IND-CUF,01/NOV/24,119974-IND-CUF,No,77.0,0.0,2.0,5.0,2.0,4.0,0.0,1.0,0.0,0.0
Ameela Li ,39.72,20.0,0.0,2.0,2.0,4.0,5.0,1.0,0.0,1.0,-2.0,13.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,1.0,0.0,6.0,18.0,3.0,8.0,3.0,10.0,5.0,6.0
Kamilah Jackson ,26.53,8.0,2.0,5.0,7.0,4.0,3.0,2.0,0.0,0.0,3.0,12.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,5.0,0.0,2.0,7.0,1.0,5.0,1.0,2.0,3.0,3.0
Doris Jones,24.75,10.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,-1.0,5.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,10.0,0.0,4.0,13.0,4.0,9.0,0.0,4.0,2.0,2.0
Mo Bennett ,34.17,13.0,10.0,11.0,21.0,1.0,3.0,1.0,1.0,1.0,4.0,29.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,12.0,0.0,6.0,12.0,6.0,11.0,0.0,1.0,1.0,2.0
Jazmine Jackson ,39.07,12.0,2.0,8.0,10.0,4.0,1.0,2.0,2.0,0.0,9.0,17.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,15.0,0.0,4.0,13.0,1.0,3.0,3.0,10.0,1.0,1.0
Faatimah A,14.42,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-4.0,-1.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,22.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Rebecca Harris ,45.85,20.0,1.0,11.0,12.0,1.0,5.0,4.0,1.0,1.0,2.0,23.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,30.0,0.0,6.0,14.0,2.0,5.0,4.0,9.0,4.0,4.0
Mariah Cooks,25.5,11.0,4.0,3.0,7.0,2.0,4.0,2.0,2.0,0.0,-6.0,5.0,Phoenix,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,32.0,0.0,2.0,12.0,2.0,6.0,0.0,6.0,7.0,12.0
Amanda Guineo,2.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Andrea Valdes,20.18,3.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,-1.0,2.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,2.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0
Catalina Perez ,30.55,5.0,0.0,5.0,5.0,3.0,5.0,3.0,1.0,2.0,2.0,10.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,7.0,0.0,2.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0
Renata Diaz,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monserrat Barahona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofía Antezana,24.33,11.0,4.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,12.0,11.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,11.0,0.0,4.0,10.0,1.0,2.0,3.0,8.0,0.0,0.0
Josefina Cortes ,12.72,2.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,-6.0,3.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,13.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Antonia Andaur,36.13,14.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,-6.0,3.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,14.0,0.0,5.0,20.0,1.0,1.0,4.0,19.0,0.0,0.0
Martina Cabrera,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-1.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,No,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Manuela Rios ,47.6,37.0,2.0,10.0,12.0,11.0,4.0,6.0,3.0,0.0,0.0,36.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,19.0,0.0,11.0,30.0,10.0,24.0,1.0,6.0,14.0,16.0
Dorie Harrison ,42.5,18.0,11.0,8.0,19.0,0.0,5.0,1.0,0.0,0.0,8.0,24.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,28.0,0.0,6.0,18.0,6.0,18.0,0.0,0.0,6.0,6.0
Karla Martinez ,30.87,3.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,-4.0,3.0,Sportiva Italiana,Phoenix,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119975-BAP-SSI,01/NOV/24,119975-BAP-SSI,Sí,77.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0
Lara Leivas ,20.17,8.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,10.0,4.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,6.0,0.0,1.0,9.0,1.0,6.0,0.0,3.0,6.0,6.0
Sol Depetris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Laviero ,25.02,6.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,6.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,10.0,0.0,2.0,7.0,2.0,7.0,0.0,0.0,2.0,2.0
Sofia Zapke,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malena Maggi,20.28,4.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,13.0,0.0,1.0,5.0,1.0,3.0,0.0,2.0,2.0,6.0
Munay Martinez,4.8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0,-2.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,14.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Gisel Botta,8.53,6.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,0.0,-6.0,7.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,15.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
Delfina Saravia ,21.28,7.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,10.0,8.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,19.0,0.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0
Giuliana Baccareli,18.95,4.0,1.0,4.0,5.0,1.0,4.0,2.0,1.0,0.0,2.0,6.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,22.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0
Sarah Mgbeike,16.28,10.0,0.0,5.0,5.0,0.0,5.0,2.0,1.0,0.0,-1.0,10.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,23.0,0.0,4.0,7.0,4.0,7.0,0.0,0.0,2.0,3.0
Flor Martinez ,33.07,15.0,0.0,11.0,11.0,6.0,3.0,3.0,2.0,0.0,4.0,27.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,55.0,0.0,5.0,9.0,4.0,6.0,1.0,3.0,4.0,4.0
Myriam Alonso ,29.2,20.0,2.0,4.0,6.0,1.0,2.0,0.0,1.0,1.0,12.0,18.0,Union Florida,Sportiva Italiana,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,77.0,0.0,8.0,18.0,7.0,15.0,1.0,3.0,3.0,4.0
Amanda Guineo,9.43,5.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,0.0,0.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0
Andrea Valdes,10.05,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,-4.0,3.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
Catalina Perez ,33.87,6.0,1.0,6.0,7.0,2.0,3.0,1.0,1.0,1.0,-10.0,11.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,7.0,0.0,2.0,5.0,2.0,3.0,0.0,2.0,2.0,4.0
Renata Diaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monserrat Barahona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofía Antezana,7.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,11.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Josefina Cortes ,22.45,5.0,4.0,5.0,9.0,1.0,3.0,0.0,2.0,1.0,-1.0,11.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,13.0,0.0,2.0,9.0,1.0,4.0,1.0,5.0,0.0,0.0
Antonia Andaur,22.33,11.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,9.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,14.0,0.0,4.0,9.0,1.0,1.0,3.0,8.0,0.0,0.0
Martina Cabrera,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,No,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Manuela Rios ,33.07,21.0,1.0,3.0,4.0,6.0,3.0,4.0,1.0,0.0,-8.0,12.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,19.0,0.0,6.0,18.0,2.0,8.0,4.0,10.0,5.0,9.0
Dorie Harrison ,34.1,16.0,5.0,4.0,9.0,1.0,5.0,7.0,1.0,2.0,-7.0,2.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,28.0,0.0,5.0,20.0,5.0,20.0,0.0,0.0,6.0,11.0
Karla Martinez ,20.17,5.0,0.0,6.0,6.0,0.0,2.0,1.0,0.0,0.0,-16.0,7.0,Sportiva Italiana,Union Florida,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119976-CUF-SSI,02/NOV/24,119976-CUF-SSI,Sí,77.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0
Daihana Murillo,22.6,6.0,2.0,3.0,5.0,0.0,1.0,2.0,3.0,0.0,9.0,7.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,4.0,0.0,2.0,7.0,2.0,4.0,0.0,3.0,2.0,2.0
Diana Prens,6.2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-4.0,0.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuliany Paz ,18.37,5.0,2.0,9.0,11.0,0.0,4.0,1.0,1.0,0.0,7.0,10.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,6.0,0.0,2.0,7.0,2.0,7.0,0.0,0.0,1.0,2.0
Laura Ramirez,2.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,-1.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Carolina Lopez ,27.8,15.0,0.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,8.0,13.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,8.0,0.0,7.0,12.0,7.0,11.0,0.0,1.0,1.0,3.0
Mabel Martínez ,29.53,9.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,10.0,0.0,3.0,14.0,0.0,4.0,3.0,10.0,0.0,0.0
Mayra Caicedo,15.82,5.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,-1.0,5.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,11.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,2.0
Jenifer Muñoz ,29.97,15.0,3.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,8.0,9.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,12.0,0.0,5.0,16.0,1.0,8.0,4.0,8.0,1.0,2.0
Lorena Hurtado,16.32,3.0,1.0,5.0,6.0,0.0,3.0,0.0,2.0,2.0,-1.0,12.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,13.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
Valentina Lopez ,30.47,3.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,6.0,5.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,21.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,3.0,4.0
Melisa Suaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Salguedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indeportes Antioquia,Phoenix,Victoria,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ameela Li ,40.0,5.0,4.0,3.0,7.0,3.0,2.0,5.0,0.0,1.0,-8.0,-1.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,1.0,0.0,1.0,13.0,0.0,4.0,1.0,9.0,2.0,2.0
Kamilah Jackson ,26.67,8.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,-7.0,12.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,5.0,0.0,2.0,6.0,2.0,5.0,0.0,1.0,4.0,4.0
Doris Jones,17.55,3.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,-7.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,10.0,0.0,1.0,10.0,0.0,8.0,1.0,2.0,0.0,0.0
Mo Bennett ,33.72,0.0,6.0,12.0,18.0,1.0,3.0,3.0,3.0,0.0,-6.0,14.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,12.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
Jazmine Jackson ,27.93,8.0,4.0,3.0,7.0,0.0,1.0,2.0,0.0,0.0,-10.0,9.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,15.0,0.0,3.0,7.0,2.0,5.0,1.0,2.0,1.0,1.0
Faatimah A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebecca Harris ,37.6,25.0,1.0,5.0,6.0,0.0,3.0,3.0,1.0,0.0,-8.0,15.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,Sí,30.0,0.0,5.0,18.0,5.0,12.0,0.0,6.0,15.0,16.0
Mariah Cooks,16.52,4.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,-3.0,0.0,Phoenix,Indeportes Antioquia,Derrota,https://www.fiba.basketball/es/events/womens-basketball-league-americas-2024/games/119977-IND-BAP,02/NOV/24,119977-IND-BAP,No,32.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,1.0,2.0
